;rxcui;drug_name;clean_name;rxcui_x;variable;rxcui_y;name;atc
20509;808917.0;DIORALYTE SACHETS;Dioralyte Sachets;808917.0;IN;4550.0;fosfomycin;['J01XX01', 'S02AA17']
20510;226084.0;NASOBEC AQUEOUS nasal spray 50mcg/act [200 dose nasal spray];Nasobec Aqueous Nasal Spray 50Mcg Act 200 Dose Nasal Spray;226084.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
20514;10831.0;CO-TRIMOXAZOLE tabs 160mg+800mg;Co-Trimoxazole Tabs 160Mg+800Mg;10831.0;IN;10180.0;sulfamethoxazole;['J01EC01']
20514;10831.0;CO-TRIMOXAZOLE tabs 160mg+800mg;Co-Trimoxazole Tabs 160Mg+800Mg;10831.0;MIN;10831.0;sulfamethoxazole / trimethoprim;['J01EE01']
20520;1370760.0;LOCOID CRE 0.1%;Locoid Cre 0.1%;1370760.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
20520;1370760.0;LOCOID CRE 0.1%;Locoid Cre 0.1%;1370760.0;PIN;103468.0;hydrocortisone butyrate;['D07AB02']
20521;1369778.0;Viridal Duo Continuation Pack 40microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd);Viridal Duo Continuation Pack 40Microgram Powder And Solvent For Solution For Injection Cartridges Ucb Pharma Ltd;1369778.0;IN;1418.0;benzoyl peroxide;['D10AE01']
20522;1101849.0;AAA throat spray 1.5mg/dose;Aaa Throat Spray 1.5Mg Dose;1101849.0;IN;33290.0;phenol;['C05BB05', 'D08AE03', 'N01BX03', 'R02AA19']
20524;833741.0;Upostelle 1500microgram tablets (Consilient Health Ltd);Upostelle 1500Microgram Tablets Consilient Health Ltd;833741.0;IN;1897.0;calcium carbonate;['A02AC01', 'A12AA04']
20528;1299655.0;Graduated Compression Hosiery below knee class 2 open toe;Graduated Compression Hosiery Below Knee Class 2 Open Toe;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
20538;202562.0;PANOXYL 5 JEL;Panoxyl 5 Jel;202562.0;IN;1418.0;benzoyl peroxide;['D10AE01']
20542;2168083.0;Kenalog  Prefilled Syringe  80 mg/2 ml;Kenalog Prefilled Syringe 80 Mg 2 Ml;2168083.0;IN;10759.0;triamcinolone;['A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05']
20543;1305100.0;Livwell GF brown brd(sliced) [LIVWELL];Livwell Gf Brown Brd Sliced Livwell;1305100.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20544;6387.0;LIGNOCAINE (20ML) INJ 2%;Lignocaine 20Ml Inj 2%;6387.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
20548;485647.0;Glucoject lancets PLUS 0.2mm/33gauge (A Menarini Diagnost...;Glucoject Lancets Plus 0.2Mm 33Gauge A Menarini Diagnost...;485647.0;IN;4462.0;fluocinonide;['C05AA11', 'D07AC08']
20551;1299143.0;WARTICON SOL 0.5;Warticon Sol 0.5;1299143.0;IN;22696.0;dexbrompheniramine;['R06AB06']
20553;427163.0;Cilest Tablets N/A;Cilest Tablets N A;427163.0;IN;31819.0;nitazoxanide;['P01AX11']
20558;142440.0;LIGNOCAINE HYDROCHLORIDE INJECTION 2 %;Lignocaine Hydrochloride Injection 2 %;142440.0;IN;6387.0;lidocaine;['C01BB01', 'C05AD01', 'D04AB01', 'N01BB02', 'R02AD02', 'S01HA07', 'S02DA01']
20560;859054.0;MIRAPEXIN tabs 88 micrograms;Mirapexin Tabs 88 Micrograms;859054.0;IN;746741.0;pramipexole;['N04BC05']
20568;1718965.0;Prov FreeHa HME Sys replacem kit(dev+m strong [PLATON] 7721;Prov Freeha Hme Sys Replacem Kit Dev+M Strong Platon 7721;1718965.0;IN;4257.0;factor VIII;['B02BD02']
20570;199701.0;Tripotassium dicitratobismuthate 120mg tablets;Tripotassium Dicitratobismuthate 120Mg Tablets;199701.0;IN;47181.0;bismuth subcitrate;['A02BX05']
20576;310933.0;HYPROMELLOSE EYE DRO 0.3;Hypromellose Eye Dro 0.3;310933.0;IN;27334.0;hypromellose;['S01KA02']
20578;898572.0;Aerivio Spiromax 50micrograms/dose / 500micrograms/dose d...;Aerivio Spiromax 50Micrograms Dose 500Micrograms Dose D...;898572.0;IN;35465.0;Rho(D) immune globulin;['J06BB01']
20580;830847.0;Adizem xl capsules 180mg;Adizem Xl Capsules 180Mg;830847.0;IN;3443.0;diltiazem;['C05AE03', 'C08DB01']
20582;152402.0;TAGAMET tabs 800mg;Tagamet Tabs 800Mg;152402.0;IN;2541.0;cimetidine;['A02BA01']
20589;575178.0;THEO-DUR TABS 200MG;Theo-Dur Tabs 200Mg;575178.0;IN;10438.0;theophylline;['R03DA04']
20591;572514.0;KEFLEX caps 250mg;Keflex Caps 250Mg;572514.0;IN;2231.0;cephalexin;['J01DB01']
20593;213729.0;Betoptic M/R Eye Drops Suspension 0.25 %;Betoptic M R Eye Drops Suspension 0.25 %;213729.0;IN;1520.0;betaxolol;['C07AB05', 'S01ED02']
20596;152218.0;Phenergan 5mg/5ml elixir (Sanofi);Phenergan 5Mg 5Ml Elixir Sanofi;152218.0;IN;8745.0;promethazine;['D04AA10', 'R06AD02']
20597;202972.0;VERMOX 100mg/5ml susp;Vermox 100Mg 5Ml Susp;202972.0;IN;6672.0;mebendazole;['P02CA01']
20601;402014.0;Marol 150mg modified-release tablets (Morningside Healthc...;Marol 150Mg Modified-Release Tablets Morningside Healthc...;402014.0;IN;7646.0;omeprazole;['A02BC01']
20602;8096.0;Atarax 10mg Tablet (Pfizer Ltd);Atarax 10Mg Tablet Pfizer Ltd;8096.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
20604;103951.0;NASEPTIN cream 15 g;Naseptin Cream 15 G;103951.0;IN;10637.0;tolnaftate;['D01AE18']
20610;238270.0;Maxolon  Injection  10 mg/2 ml ampoule;Maxolon Injection 10 Mg 2 Ml Ampoule;238270.0;IN;5464.0;hyaluronidase;['B06AA03']
20614;2593946.0;Nelaton Male re-usable cathete 14Ch [UNOMEDICAL] ZT01009182;Nelaton Male Re-Usable Cathete 14Ch Unomedical Zt01009182;2593946.0;IN;10847.0;tripelennamine;['D04AA04', 'R06AC04']
20620;581662.0;Isotard 50XL tablets (Kyowa Kirin Ltd);Isotard 50Xl Tablets Kyowa Kirin Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20621;305064.0;Phytex paint (Wynlit Laboratories Ltd);Phytex Paint Wynlit Laboratories Ltd;305064.0;IN;33290.0;phenol;['C05BB05', 'D08AE03', 'N01BX03', 'R02AA19']
20623;213469.0;Celebrex 200mg capsules (Pfizer Ltd);Celebrex 200Mg Capsules Pfizer Ltd;213469.0;IN;140587.0;celecoxib;['L01XX33', 'M01AH01']
20624;1191260.0;Synalar 1 in 4 Dilution 0.00625% ointment (Derma UK Ltd);Synalar 1 In 4 Dilution 0.00625% Ointment Derma Uk Ltd;1191260.0;PIN;4461.0;fluocinolone acetonide;['C05AA10', 'D07AC04', 'S01BA15', 'S02BA08']
20625;213167.0;Zomig Rapimelt 5mg orodispersible tablets (AstraZeneca UK...;Zomig Rapimelt 5Mg Orodispersible Tablets Astrazeneca Uk...;213167.0;IN;135775.0;zolmitriptan;['N02CC03']
20628;581662.0;Defanac Retard 100mg tablets (Ranbaxy (UK) Ltd);Defanac Retard 100Mg Tablets Ranbaxy Uk Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20632;639194.0;CO-PROXAMOL TABLETS 325MG + 32.5MG;Co-Proxamol Tablets 325Mg + 32.5Mg;639194.0;IN;161.0;acetaminophen;['N02BE01']
20633;103956.0;CAVERJECT INJ 20mcg;Caverject Inj 20Mcg;103956.0;IN;598.0;alprostadil;['C01EA01', 'G04BE01']
20636;751890.0;Portia ring pessary 7.5mm thick, 80mm diameter, polythene...;Portia Ring Pessary 7.5Mm Thick 80Mm Diameter Polythene...;751890.0;IN;4124.0;ethinyl estradiol;['G03CA01', 'L02AA03']
20636;751890.0;Portia ring pessary 7.5mm thick, 80mm diameter, polythene...;Portia Ring Pessary 7.5Mm Thick 80Mm Diameter Polythene...;751890.0;MIN;214558.0;ethinyl estradiol / levonorgestrel;['G03AA07', 'G03AA08', 'G03AB03']
20637;545626.0;Biotene Oralbalance dry mouth saliva replacement gel (Gla...;Biotene Oralbalance Dry Mouth Saliva Replacement Gel Gla...;545626.0;PIN;56501.0;sodium monofluorophosphate;['A01AA02', 'A12CD02']
20639;104023.0;HYDROTALCITE susp 500mg/5ml;Hydrotalcite Susp 500Mg 5Ml;104023.0;IN;27221.0;hydrotalcite;['A02AD04']
20641;313797.0;AMOXYCILLIN SYRP 125MG/5ML;Amoxycillin Syrp 125Mg 5Ml;313797.0;IN;723.0;amoxicillin;['J01CA04']
20642;707251.0;Sylk vaginal moisturiser [SYLK];Sylk Vaginal Moisturiser Sylk;707251.0;IN;9863.0;sodium chloride;['A12CA01', 'B05CB01', 'B05XA03']
20643;1297771.0;HYDROUS OIN;Hydrous Oin;1297771.0;IN;4850.0;glucose;['B05CX01', 'V04CA02', 'V06DC01']
20646;152056.0;TABPHYN MR caps 400micrograms;Tabphyn Mr Caps 400Micrograms;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
20648;201883.0;Macrodantin capsules 100mg;Macrodantin Capsules 100Mg;201883.0;IN;7454.0;nitrofurantoin;['J01XE01']
20649;205495.0;Micanol 1% cream (Reig Jofre UK Ltd);Micanol 1% Cream Reig Jofre Uk Ltd;205495.0;IN;873.0;anthralin;['D05AC01']
20651;1098781.0;Aerochamber Plus type 3 + adult mask spac/hold chamb dev 145;Aerochamber Plus Type 3 + Adult Mask Spac Hold Chamb Dev 145;1098781.0;IN;10223.0;sulfur;['D10AB02']
20656;2023.0;MAXOLON S/R CAP 15mg;Maxolon S R Cap 15Mg;2023.0;IN;2023.0;carbocysteine;['R05CB03']
20657;309916.0;Cavilon no sting barrier film stoma wipes [3M] 3344E;Cavilon No Sting Barrier Film Stoma Wipes 3M 3344E;309916.0;IN;324072.0;dimethicone;['P03AX05']
20660;404044.0;HYDROMOL HC INTENSIVE crm;Hydromol Hc Intensive Crm;404044.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
20662;581549.0;OESTROGEL gel 0.06% [g (dispenser)];Oestrogel Gel 0.06% G Dispenser;581549.0;IN;4083.0;estradiol;['G03CA03']
20664;197288.0;FELDENE SPORTS GEL 5 JEL;Feldene Sports Gel 5 Jel;197288.0;IN;8356.0;piroxicam;['M01AC01', 'M02AA07', 'S01BC06']
20665;152402.0;TAGAMET 400mg tabs;Tagamet 400Mg Tabs;152402.0;IN;2541.0;cimetidine;['A02BA01']
20667;359818.0;Dequadin 250microgram lozenges (Reckitt Benckiser Healthc...;Dequadin 250Microgram Lozenges Reckitt Benckiser Healthc...;359818.0;IN;7407.0;nicotine;['N07BA01']
20668;1512.0;AVOMINE tabs 25mg;Avomine Tabs 25Mg;1512.0;IN;1512.0;betaine;['A16AA06']
20670;1659445.0;Anusol cream -;Anusol Cream -;1659445.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
20675;197321.0;LOPRAZOLAM TAB 1;Loprazolam Tab 1;197321.0;IN;596.0;alprazolam;['N05BA12']
20684;809031.0;Regaine for Men Extra Strength 5% solution (McNeil Products Ltd);Regaine For Men Extra Strength 5% Solution Mcneil Products Ltd;809031.0;IN;6984.0;minoxidil;['C02DC01', 'D11AX01']
20691;152402.0;TAGAMET TAB 400;Tagamet Tab 400;152402.0;IN;2541.0;cimetidine;['A02BA01']
20698;220187.0;TEARS NATURALE SINGLE DOSE eye drp;Tears Naturale Single Dose Eye Drp;220187.0;IN;27334.0;hypromellose;['S01KA02']
20703;1000139.0;Provera 2.5mg tablets (Pfizer Ltd);Provera 2.5Mg Tablets Pfizer Ltd;1000139.0;IN;6691.0;medroxyprogesterone;['G03AC06', 'G03DA02', 'L02AB02']
20704;8096.0;Hypovase 500microgram tablets (Pfizer Ltd);Hypovase 500Microgram Tablets Pfizer Ltd;8096.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
20706;141859.0;ACYCLOVIR 5% crm;Acyclovir 5% Crm;141859.0;IN;281.0;acyclovir;['D06BB03', 'J05AB01', 'S01AD03']
20708;199166.0;Co-zidocapt 25mg/50mg tablets;Co-Zidocapt 25Mg 50Mg Tablets;199166.0;IN;21406.0;ubidecarenone;['C01EB09']
20709;1173573.0;Otovent auto inflation device;Otovent Auto Inflation Device;1173573.0;PIN;203212.0;ipratropium bromide;['R01AX03', 'R03BB01']
20710;202479.0;Minulet tablets (Wyeth Pharmaceuticals);Minulet Tablets Wyeth Pharmaceuticals;202479.0;IN;6470.0;lorazepam;['N05BA06']
20714;197288.0;FELDENE (5MG/G) JEL;Feldene 5Mg G Jel;197288.0;IN;8356.0;piroxicam;['M01AC01', 'M02AA07', 'S01BC06']
20715;1549328.0;CLINITAR shampoo;Clinitar Shampoo;1549328.0;IN;36345.0;selenium sulfide;['D01AE13']
20716;244526.0;EUCERIN EXTREMELY DRY SKIN TREATMENT crm;Eucerin Extremely Dry Skin Treatment Crm;244526.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
20721;310933.0;Hypromellose 0.3% eye drops 0.4ml unit dose preservative ...;Hypromellose 0.3% Eye Drops 0.4Ml Unit Dose Preservative ...;310933.0;IN;27334.0;hypromellose;['S01KA02']
20722;152000.0;MAALOX PLUS sf susp;Maalox Plus Sf Susp;152000.0;IN;612.0;aluminum hydroxide;['A02AB01']
20729;202844.0;Pred Forte 1% eye drops (Allergan Ltd);Pred Forte 1% Eye Drops Allergan Ltd;202844.0;IN;8638.0;prednisolone;['A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02']
20730;1486875.0;Clinimed closure clamps [CLINIMED] 3750;Clinimed Closure Clamps Clinimed 3750;1486875.0;IN;2582.0;clindamycin;['D10AF01', 'G01AA10', 'J01FF01']
20734;202645.0;NEO-CORTEF EAR/EYE DRO;Neo-Cortef Ear Eye Dro;202645.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
20738;901038.0;Advance Plus nelaton 10 Ch [HOLLISTER] 94104;Advance Plus Nelaton 10 Ch Hollister 94104;901038.0;IN;10169.0;sulfacetamide;['D10AF06', 'S01AB04']
20739;544401.0;ORALDENE SOLUTION;Oraldene Solution;544401.0;IN;10759.0;triamcinolone;['A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05']
20743;1292422.0;Diprosalic 0.05%/3% ointment (Merck Sharp & Dohme Ltd);Diprosalic 0.05% 3% Ointment Merck Sharp & Dohme Ltd;1292422.0;IN;1292422.0;varicella-zoster virus vaccine live (Oka-Merck) strain;['J07BK01']
20744;1945074.0;HEPSAL soln 10 units/ml;Hepsal Soln 10 Units Ml;1945074.0;IN;6585.0;magnesium sulfate;['A06AD04', 'A12CC02', 'B05XA05', 'D11AX05', 'V04CC02']
20746;202866.0;FLAGYL-400 TAB 400mg;Flagyl-400 Tab 400Mg;202866.0;IN;6922.0;metronidazole;['A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01']
20747;569499.0;EFEXOR TAB 37.5mg;Efexor Tab 37.5Mg;569499.0;IN;39786.0;venlafaxine;['N06AX16']
20748;308192.0;AMOXYCILLIN FIZTAB TAB 500mg;Amoxycillin Fiztab Tab 500Mg;308192.0;IN;723.0;amoxicillin;['J01CA04']
20749;630303.0;Generic Resource Fibre 2.0 liquid;Generic Resource Fibre 2.0 Liquid;630303.0;IN;10030.0;stannous fluoride;['A01AA04']
20750;581662.0;Ceanel Concentrate shampoo (Ferndale Pharmaceuticals Ltd);Ceanel Concentrate Shampoo Ferndale Pharmaceuticals Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20752;749880.0;BREVINOR TABLETS;Brevinor Tablets;749880.0;IN;4124.0;ethinyl estradiol;['G03CA01', 'L02AA03']
20752;749880.0;BREVINOR TABLETS;Brevinor Tablets;749880.0;MIN;384410.0;ethinyl estradiol / norethindrone;['G03AA05', 'G03AB04']
20756;2418.0;Adcal -d3 chewable tablet -;Adcal -D3 Chewable Tablet -;2418.0;IN;2418.0;cholecalciferol;['A11CC05']
20758;1049504.0;OxyContin 10mg modified-release tablets (Napp Pharmaceuti...;Oxycontin 10Mg Modified-Release Tablets Napp Pharmaceuti...;1049504.0;IN;7804.0;oxycodone;['N02AA05']
20760;151414.0;BECONASE HAYFEVER NA LIQ;Beconase Hayfever Na Liq;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
20761;151890.0;INDERAL tabs 40mg;Inderal Tabs 40Mg;151890.0;IN;8787.0;propranolol;['C07AA05']
20763;1797917.0;Beconase Aqueous 50micrograms/actuation nasal spray (GlaxoSm;Beconase Aqueous 50Micrograms Actuation Nasal Spray Glaxosm;1797917.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
20768;1797913.0;RYNACROM ALLERGY nasal spray 2% + 0.025%;Rynacrom Allergy Nasal Spray 2% + 0.025%;1797913.0;IN;10759.0;triamcinolone;['A01AC01', 'C05AA12', 'D07AB09', 'D07XB02', 'H02AB08', 'R01AD11', 'R03BA06', 'S01BA05']
20771;1542803.0;Prontoderm nasal gel [B BRAUN] 400200;Prontoderm Nasal Gel B Braun 400200;1542803.0;IN;1399.0;benzocaine;['C05AD03', 'D04AB04', 'N01BA05', 'R02AD01']
20779;217815.0;ISOPTO PLAIN eye drp;Isopto Plain Eye Drp;217815.0;IN;27334.0;hypromellose;['S01KA02']
20783;226084.0;SALAMOL EASI-BREATHE BREAT ACT INH 100MCG/ACT;Salamol Easi-Breathe Breat Act Inh 100Mcg Act;226084.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
20785;2023.0;UNIVER S/R CAP 120mg;Univer S R Cap 120Mg;2023.0;IN;2023.0;carbocysteine;['R05CB03']
20791;1148138.0;Duoder Extr Thi hydrocolloi dre 7.5cmx7.5cm [CONVATEC] S160;Duoder Extr Thi Hydrocolloi Dre 7.5Cmx7.5Cm Convatec S160;1148138.0;IN;1148138.0;icatibant;['B06AC02']
20792;1039708.0;Innohep 20,000units/2ml solution for injection vials (LEO...;Innohep 20 000Units 2Ml Solution For Injection Vials Leo...;1039708.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20799;142002.0;Opatanol 0.1% eye drops (Alcon Laboratories (UK) Ltd);Opatanol 0.1% Eye Drops Alcon Laboratories Uk Ltd;142002.0;IN;27334.0;hypromellose;['S01KA02']
20802;705936.0;Adapt lubric deodorant [HOLLISTER] 78501;Adapt Lubric Deodorant Hollister 78501;705936.0;IN;10637.0;tolnaftate;['D01AE18']
20803;2473384.0;IMIGRAN 6MG/0.5ML PF CART REFILL INJ;Imigran 6Mg 0.5Ml Pf Cart Refill Inj;2473384.0;IN;1546438.0;glycopyrronium;['D11AA01']
20806;351993.0;Prostap SR DCS 3.75mg powder and solvent for suspension f...;Prostap Sr Dcs 3.75Mg Powder And Solvent For Suspension F...;351993.0;IN;386938.0;follitropin alfa;['G03GA05']
20814;213322.0;MAXALT tabs 10mg;Maxalt Tabs 10Mg;213322.0;IN;88014.0;rizatriptan;['N02CC04']
20817;204182.0;Con Com sta transpa ile starter hole 13-65mm [SALTS] CFDT13;Con Com Sta Transpa Ile Starter Hole 13-65Mm Salts Cfdt13;204182.0;IN;7247.0;naphazoline;['R01AA08', 'R01AB02', 'S01GA01']
20818;10831.0;CO-TRIMOXAZOLE TAB 480mg;Co-Trimoxazole Tab 480Mg;10831.0;IN;10180.0;sulfamethoxazole;['J01EC01']
20818;10831.0;CO-TRIMOXAZOLE TAB 480mg;Co-Trimoxazole Tab 480Mg;10831.0;MIN;10831.0;sulfamethoxazole / trimethoprim;['J01EE01']
20820;891522.0;FLOXAPEN caps 500mg;Floxapen Caps 500Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
20829;991680.0;LoFric Primo male nelaton 18 Ch [ASTRA TECH] 9601800;Lofric Primo Male Nelaton 18 Ch Astra Tech 9601800;991680.0;IN;10172.0;sulfadimethoxine;['J01ED01']
20831;151733.0;Famvir Tablets 250 mg;Famvir Tablets 250 Mg;151733.0;IN;68099.0;famciclovir;['J05AB09', 'S01AD07']
20834;1090443.0;ACTIFED TAB;Actifed Tab;1090443.0;IN;2400.0;chlorpheniramine;['R06AB04']
20836;566030.0;VANCOCIN caps 125mg;Vancocin Caps 125Mg;566030.0;IN;11124.0;vancomycin;['A07AA09', 'J01XA01', 'S01AA28']
20839;1183374.0;Nicorette 500micrograms/dose nasal spray (McNeil Products...;Nicorette 500Micrograms Dose Nasal Spray Mcneil Products...;1183374.0;IN;7407.0;nicotine;['N07BA01']
20840;2037.0;Co-dydramol Tablets N/A;Co-Dydramol Tablets N A;2037.0;IN;2037.0;carbon monoxide;['V04CX08']
20841;891522.0;ANGITIL SR caps 90mg;Angitil Sr Caps 90Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
20842;1307051.0;SERENACE tabs 5mg;Serenace Tabs 5Mg;1307051.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20844;899866.0;FEMULEN TAB 500;Femulen Tab 500;899866.0;IN;24591.0;ethynodiol;['G03DC06']
20849;2037.0;THIAMINE CO STRONG TAB;Thiamine Co Strong Tab;2037.0;IN;2037.0;carbon monoxide;['V04CX08']
20850;1801241.0;SYNAREL NASAL SPR 2mg/ml;Synarel Nasal Spr 2Mg Ml;1801241.0;IN;28656.0;nafarelin;['H01CA02']
20853;581662.0;INNOVACE TAB 10;Innovace Tab 10;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20855;2023.0;FERROGRAD FOLIC tabs s/r;Ferrograd Folic Tabs S R;2023.0;IN;2023.0;carbocysteine;['R05CB03']
20857;226084.0;Salamol Easi-Breathe  Cfc-Free Breath-Actuated Inhaler  100;Salamol Easi-Breathe Cfc-Free Breath-Actuated Inhaler 100;226084.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
20867;904874.0;BUTRANS patch 20micrograms/hour;Butrans Patch 20Micrograms Hour;904874.0;IN;1819.0;buprenorphine;['N02AE01', 'N07BC01']
20868;1235018.0;VISCOPASTE PB7 BANDA;Viscopaste Pb7 Banda;1235018.0;IN;1378.0;benzalkonium;['D08AJ01', 'D09AA11', 'R02AA16']
20869;857366.0;Filmated gauze swab BP 1988 8ply non-sterile 10cm x 10cm;Filmated Gauze Swab Bp 1988 8Ply Non-Sterile 10Cm X 10Cm;857366.0;IN;3743.0;econazole;['D01AC03', 'G01AF05']
20871;8096.0;Epanutin 25mg capsules (Pfizer Ltd);Epanutin 25Mg Capsules Pfizer Ltd;8096.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
20872;754890.0;METOSYN-25G 0.05% crm;Metosyn-25G 0.05% Crm;754890.0;IN;99.0;6-aminocaproic acid;['B02AA01']
20875;2023.0;Bioxtra moisturising gel [R.I.S.];Bioxtra Moisturising Gel R.I.S.;2023.0;IN;2023.0;carbocysteine;['R05CB03']
20876;1242613.0;MYOCRISIN INJECTION 20 MG/0.5 ML;Myocrisin Injection 20 Mg 0.5 Ml;1242613.0;IN;6064.0;isotretinoin;['D10AD04', 'D10BA01']
20880;151875.0;HYDROMOL CRE;Hydromol Cre;151875.0;IN;27084.0;homatropine;['S01FA05']
20885;1663728.0;MYOCRISIN INJECTION 50 MG/0.5ML;Myocrisin Injection 50 Mg 0.5Ml;1663728.0;IN;6064.0;isotretinoin;['D10AD04', 'D10BA01']
20886;1041498.0;Corsodyl 0.2% mouthwash alcohol free (GlaxoSmithKline Consumer Healthcare);Corsodyl 0.2% Mouthwash Alcohol Free Glaxosmithkline Consumer Healthcare;1041498.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20888;352618.0;Microgynon 30 ED tablets (Bayer Plc);Microgynon 30 Ed Tablets Bayer Plc;352618.0;IN;153970.0;hyoscyamine;['A03BA03']
20893;1000139.0;PROVERA tabs 2.5mg;Provera Tabs 2.5Mg;1000139.0;IN;6691.0;medroxyprogesterone;['G03AC06', 'G03DA02', 'L02AB02']
20895;759494.0;LoFric Hydro-Kit II female nelato 10Ch [ASTRA TECH] 9851000;Lofric Hydro-Kit Ii Female Nelato 10Ch Astra Tech 9851000;759494.0;IN;1767.0;brompheniramine;['R06AB01']
20898;2370236.0;Fresubin 2kcal liq [FRESENIUS];Fresubin 2Kcal Liq Fresenius;2370236.0;IN;8782.0;propofol;['N01AX10']
20900;1094908.0;OPTICROM AQUEOUS-2% 13.5ml eye drops;Opticrom Aqueous-2% 13.5Ml Eye Drops;1094908.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
20900;1094908.0;OPTICROM AQUEOUS-2% 13.5ml eye drops;Opticrom Aqueous-2% 13.5Ml Eye Drops;1094908.0;PIN;7983.0;penicillin G procaine;['J01CE09']
20904;220372.0;Estraderm TTS 25 patches (Novartis Pharmaceuticals UK Ltd);Estraderm Tts 25 Patches Novartis Pharmaceuticals Uk Ltd;220372.0;IN;9601.0;scopolamine;['A04AD01', 'N05CM05', 'S01FA02']
20905;1551474.0;GPPE CONTRACEP TAB OVRANETTE;Gppe Contracep Tab Ovranette;1551474.0;IN;42347.0;bupropion;['N06AX12']
20905;1551474.0;GPPE CONTRACEP TAB OVRANETTE;Gppe Contracep Tab Ovranette;1551474.0;MIN;1551467.0;bupropion / naltrexone;['A08AA62']
20906;1000736.0;Frumil ls 20mg+2.5mg Tablet (Helios Healthcare Ltd);Frumil Ls 20Mg+2.5Mg Tablet Helios Healthcare Ltd;1000736.0;IN;10169.0;sulfacetamide;['D10AF06', 'S01AB04']
20907;1292422.0;FemSeven 100 patches (Merck Serono Ltd);Femseven 100 Patches Merck Serono Ltd;1292422.0;IN;1292422.0;varicella-zoster virus vaccine live (Oka-Merck) strain;['J07BK01']
20908;200010.0;FUCITHALMIC DROPS CRE 1;Fucithalmic Drops Cre 1;200010.0;IN;324072.0;dimethicone;['P03AX05']
20909;1041498.0;LoFric catheter male non PVC 18Ch 4001825 (Wellspect HealthCare);Lofric Catheter Male Non Pvc 18Ch 4001825 Wellspect Healthcare;1041498.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
20911;417424.0;OILY crm BP;Oily Crm Bp;417424.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
20913;1151.0;BETNOVATE-C CRE;Betnovate-C Cre;1151.0;IN;1151.0;ascorbic acid;['A11GA01', 'G01AD03', 'S01XA15']
