original_rxcui,variable,rxcui,name
196463,IN,42316,tacrolimus
1747492,IN,6387,lidocaine
1247282,IN,285156,Limosilactobacillus reuteri
311678,IN,6922,metronidazole
330927,IN,9504,S-adenosylmethionine
1012217,IN,852339,aspen pollen extract
259525,IN,259525,Apis mellifera ven protein
1371204,IN,93108,"lente insulin, pork"
1010688,IN,3992,epinephrine
1547616,IN,1547611,oritavancin
1305581,IN,1305581,D&C yellow no.11
2170289,IN,2170226,onasemnogene abeparvovec
1099285,IN,3289,dextromethorphan
1306079,IN,100278,Lacticaseibacillus rhamnosus
701882,IN,2062,carboxymethylcellulose
95721,IN,5645,ichthammol
308392,IN,1151,ascorbic acid
2264790,IN,2286,cetylpyridinium
316398,IN,7597,nystatin
705209,IN,11359,lutein
1039066,IN,1039062,corn starch
901800,IN,37801,terbinafine
1536914,IN,1908,calcium gluconate
236876,IN,236876,thymus gland-calf
2109627,IN,6750,menthol
892631,IN,892628,pork allergenic extract
199733,IN,3626,domperidone
1372000,IN,1372000,Canada balsam extract
4530,IN,4530,formaldehyde
1550045,IN,1550045,Bifidobacterium animalis
1242891,IN,4910,glycerin
1357984,IN,1992,capsaicin
141993,IN,5640,ibuprofen
991007,IN,9873,sodium fluoride
644,IN,644,amiloride
213298,IN,73710,paricalcitol
103474,IN,2635,coal tar
1156477,IN,259434,slippery elm bark
2541166,IN,2541166,Citrus medica whole extract
1116180,IN,10454,thiamine
1100924,IN,2286,cetylpyridinium
381038,IN,6057,isosorbide
253261,IN,3339,dibucaine
863841,IN,6406,lipase
999477,IN,1418,benzoyl peroxide
199806,IN,10205,sulfinpyrazone
1244199,IN,62372,hyaluronate
370535,IN,272,activated charcoal
51470,IN,20012,cadexomer iodine
373135,IN,7597,nystatin
1376343,IN,1376343,cyclamen aldehyde
1739800,IN,1665222,uridine triacetate
198051,IN,7646,omeprazole
402252,IN,4083,estradiol
356739,IN,274964,ciclesonide
151187,IN,6058,isosorbide dinitrate
3995,IN,3995,epirubicin
211637,IN,612,aluminum hydroxide
1737345,IN,6387,lidocaine
830845,IN,3443,diltiazem
1659151,IN,37617,tazobactam
2262034,IN,2473,chondroitin sulfates
103457,IN,4462,fluocinonide
315367,IN,723,amoxicillin
892575,IN,892575,peach allergenic extract
105341,IN,67182,diloxanide
745286,IN,7980,penicillin G
836262,IN,82003,docusate
1422556,IN,9525,salicylic acid
105028,IN,25480,gabapentin
1874000,IN,39952,zinc pyrithione
210453,IN,11256,vitamin E
1190538,IN,1223,atropine
23203,IN,67182,diloxanide
1422924,IN,5933,iodine
630714,IN,1952,camphor
1876705,IN,804187,yellow fever virus strain 17D-204 live antigen
1088802,IN,11248,vitamin B12
1534776,IN,1534776,three-lobe sage extract
644787,IN,11248,vitamin B12
746826,IN,19831,budesonide
334016,IN,29491,menadiol
261367,IN,88249,montelukast
370894,IN,732,amphotericin B
308744,IN,1588,biotin
894795,IN,894795,grain mill dust allergenic extract
992780,IN,6932,miconazole
1091157,IN,6901,methylphenidate
2118550,IN,6387,lidocaine
346366,IN,7393,niacin
1053650,IN,4337,fentanyl
2050787,IN,1657128,influenza A virus (H1N1) antigen
2119239,IN,2119240,octenidine
13714,IN,13714,ensulizole
199704,IN,20498,celiprolol
1116977,IN,1116977,American house dust mite allergenic extract
856773,IN,704,amitriptyline
706829,IN,35636,risperidone
1365697,IN,8160,phenylbutazone
2626343,IN,9863,sodium chloride
753517,IN,6750,menthol
1657032,IN,3992,epinephrine
1442681,IN,68442,filgrastim
1305218,IN,10454,thiamine
349753,IN,235496,"sodium phosphate, monobasic"
725105,IN,183379,rivastigmine
104094,IN,4278,famotidine
2372694,IN,1044269,selamectin
1797907,IN,41126,fluticasone
2590608,IN,3008,cyclosporine
1303159,IN,1191,aspirin
198589,IN,21406,ubidecarenone
2261370,IN,2261370,Atlantic halibut allergenic extract
1168220,IN,7812,oxymetazoline
1363051,IN,1363051,monophosphoryl lipid A
370592,IN,1091,arginine
1241471,IN,2062,carboxymethylcellulose
310868,IN,5492,hydrocortisone
1295473,IN,6581,magnesium hydroxide
237870,IN,612,aluminum hydroxide
1232653,IN,8163,phenylephrine
1549091,IN,6373,levonorgestrel
891817,IN,11256,vitamin E
905092,IN,73056,risedronate
205643,IN,114202,lactate
1876751,IN,1992,capsaicin
644634,IN,644634,alexitol
2199683,IN,2199674,tenapanor
105029,IN,25480,gabapentin
833711,IN,10689,tramadol
748663,IN,1767,brompheniramine
1367199,IN,1367199,malarial plasmodium group immunoserum rabbit
854997,IN,237058,thonzonium
1655956,IN,6851,methotrexate
1716223,IN,1716203,patiromer
235940,IN,235940,Cynara preparation
830781,IN,47070,beta sitosterol
1549678,IN,3920,enflurane
2119388,IN,2119365,esketamine
1038831,IN,1378,benzalkonium
197496,IN,2404,chlorpropamide
835899,IN,3008,cyclosporine
308224,IN,6406,lipase
1248354,IN,3498,diphenhydramine
762872,IN,52364,magnesium salicylate
71767,IN,17627,alverine
201903,IN,281,acyclovir
2609844,IN,2609844,ethylcellulose aqueous dispersion type A
858125,IN,475230,degarelix
992462,IN,8745,promethazine
252078,IN,9504,S-adenosylmethionine
1145114,IN,11423,zinc oxide
1234578,IN,8163,phenylephrine
153752,IN,11170,verapamil
616449,IN,7145,mycophenolic acid
643022,IN,89013,aripiprazole
197958,IN,6876,methyldopa
215512,IN,19143,beta carotene
1655959,IN,6851,methotrexate
213379,IN,27169,leflunomide
2600349,IN,9863,sodium chloride
542789,IN,2353,clorazepate
2001261,IN,861634,pitavastatin
362585,IN,274783,insulin glargine
315149,IN,29897,methylmethacrylate
1375932,IN,161,acetaminophen
801177,IN,10454,thiamine
849739,IN,1399,benzocaine
880403,IN,221147,polyethylene glycol 3350
1435874,IN,1418,benzoyl peroxide
313090,IN,9945,sorbitol
831246,IN,42612,cromolyn
198946,IN,42954,vitamin B6
114203,IN,114203,feverfew extract
4850,IN,4850,glucose
103918,IN,41127,fluvastatin
800402,IN,10524,threonine
1367125,IN,1367125,pear preparation
2588237,IN,797752,hepatitis B surface antigen vaccine
830723,IN,36709,sodium phosphate
1151101,IN,11295,water
103919,IN,41127,fluvastatin
905040,IN,73056,risedronate
1356563,IN,1356552,perampanel
897025,IN,897018,dalfampridine
2568112,IN,29787,methyl salicylate
201240,IN,28439,lamotrigine
1169203,IN,134615,brimonidine
998681,IN,2599,clonidine
2104392,IN,1363561,Amaranthus hybridus pollen extract
378295,IN,275635,desloratadine
2180399,IN,1657131,influenza A virus (H3N2) antigen
859188,IN,9639,selegiline
733,IN,733,ampicillin
899607,IN,4917,nitroglycerin
6211,IN,6211,lactose
197783,IN,5492,hydrocortisone
4419,IN,4419,fish oils
847239,IN,139825,insulin detemir
2630719,IN,2630719,Ageratina herbacea whole extract
213570,IN,36118,salmon calcitonin
1244193,IN,9525,salicylic acid
1037248,IN,10637,tolnaftate
5333,IN,5333,histamine
261204,IN,36118,salmon calcitonin
353639,IN,3007,cycloserine
1149627,IN,2353,clorazepate
903456,IN,10814,liothyronine
996520,IN,3289,dextromethorphan
217020,IN,1191,aspirin
2108405,IN,25255,formoterol
207892,IN,35208,quinapril
583084,IN,4910,glycerin
809854,IN,35208,quinapril
1000915,IN,8328,pilocarpine
801854,IN,1347,beclomethasone
308971,IN,2002,carbamazepine
1186327,IN,2670,codeine
1049601,IN,7804,oxycodone
904878,IN,1819,buprenorphine
372267,IN,4530,formaldehyde
1293446,IN,21009,chromic chloride
1297831,IN,1399,benzocaine
153639,IN,51272,quetiapine
1092419,IN,3498,diphenhydramine
1441562,IN,39952,zinc pyrithione
1184053,IN,10829,trimethoprim
211151,IN,19478,bismuth subsalicylate
197803,IN,5640,ibuprofen
724606,IN,2019,carbidopa
2551005,IN,2550729,infigratinib
374899,IN,36118,salmon calcitonin
1809479,IN,5666,immunoglobulin G
857307,IN,2597,clomipramine
1421452,IN,134615,brimonidine
201338,IN,7226,nadolol
2375818,IN,632,mitomycin
1295905,IN,637366,wheat dextrin
151578,IN,42331,misoprostol
405058,IN,161,acetaminophen
1367179,IN,1367179,clopidol
1006801,IN,2626,clozapine
201737,IN,4135,ethosuximide
1100455,IN,8091,petrolatum
631799,IN,797541,isopropyl alcohol
1548724,IN,8638,prednisolone
1146128,IN,324072,dimethicone
729773,IN,8345,piperonyl butoxide
42697,IN,5666,immunoglobulin G
349251,IN,300195,tenofovir disoproxil
1356572,IN,1356552,perampanel
1148485,IN,10689,tramadol
105784,IN,11256,vitamin E
309683,IN,10627,tobramycin
1426141,IN,29787,methyl salicylate
998469,IN,6932,miconazole
2464832,IN,1668221,vaccinia virus
723846,IN,37925,orlistat
564238,IN,7258,naproxen
992816,IN,6932,miconazole
901493,IN,852209,yellow dock pollen extract
1989901,MIN,689953,polyethylene glycol 400 / propylene glycol
1100650,MIN,725123,carboxymethylcellulose / glycerin
2369384,MIN,689953,polyethylene glycol 400 / propylene glycol
852834,MIN,1550699,Kentucky bluegrass pollen extract / orchard grass pollen extract / perennial rye grass pollen extract / sweet vernal grass pollen extract / Timothy grass pollen extract
209990,MIN,690329,resorcinol / sulfur
598050,MIN,689958,polyvinyl alcohol / povidone
283297,MIN,1008100,ascorbic acid / vitamin E
895753,MIN,689953,polyethylene glycol 400 / propylene glycol
801169,MIN,1008636,folic acid / pyridoxine / vitamin B12
155046,MIN,1007002,pentosan polysulfate / troxerutin / xanthinol
477589,MIN,689953,polyethylene glycol 400 / propylene glycol
1251583,MIN,1251581,imidacloprid / moxidectin
197877,MIN,166283,lidocaine / prilocaine
1236277,MIN,1007733,"mineral oil / mineral oil, light"
1235569,MIN,1008571,polyvinyl alcohol / povidone / tetrahydrozoline
309714,MIN,687306,dextran 70 / hypromellose
1044949,MIN,214494,dextromethorphan / guaifenesin / phenylephrine
2198900,MIN,2198899,influenza A virus A/Kansas/14/2017 (H3N2) antigen / influenza A virus A/Switzerland/3330/2017 (H1N1) antigen / influenza B virus B/Colorado/06/2017 antigen / influenza B virus B/Phuket/3073/2013 antigen
1488329,MIN,1007255,benzyl alcohol / lidocaine
151875,MIN,214614,homatropine / hydrocodone
235535,MIN,1007665,carbomer / mannitol
1243415,MIN,608343,calcium carbonate / cholecalciferol
5657,MIN,352384,ifosfamide / mesna
152000,MIN,466588,aluminum hydroxide / magnesium hydroxide / simethicone
800985,MIN,1008699,magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate
2634560,MIN,689580,acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine
2205097,MIN,2205093,aclidinium / formoterol
1656327,MIN,166283,lidocaine / prilocaine
8091,MIN,1007170,petrolatum / salicylic acid
1663747,MIN,859393,adapalene / benzoyl peroxide
1309303,MIN,1309301,pyrimethamine / sulfadiazine
991680,MIN,1467016,ormetoprim / sulfadimethoxine
900141,MIN,1007802,dextran 70 / glycerin / hypromellose
701627,MIN,1007121,cholecalciferol / vitamin A
25655,MIN,1029441,aluminum hydroxide / magnesium carbonate
491498,MIN,1008093,carboxymethylcellulose / hypromellose
42892,MIN,1008892,chondroitin sulfates / hyaluronate
1312492,MIN,1098214,ethanol / povidone-iodine
1088444,MIN,1088442,6-O-palmitoylascorbic acid / alpha tocopherol / levocarnitine / ubidecarenone
858356,MIN,1007552,aloe polysaccharide / iodoquinol
36387,MIN,1007092,"psyllium / sennosides, USP"
36676,MIN,1006906,"sodium bicarbonate / sodium chloride / sodium phosphate, dibasic"
2369388,MIN,689953,polyethylene glycol 400 / propylene glycol
1232161,MIN,466600,camphor / menthol
218128,MIN,1007534,"measles virus vaccine live, Enders' attenuated Edmonston strain / mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain)"
1302174,MIN,1009077,petrolatum / zinc oxide
27985,MIN,729578,isopropyl myristate / mineral oil
1593128,MIN,1601401,meningococcal group B vaccine / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle
2037,MIN,1007659,carbon dioxide / carbon monoxide / nitrogen / oxygen
2177291,MIN,1657138,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen
1244205,MIN,1007589,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated"
208112,MIN,324042,hydrochlorothiazide / spironolactone
1183277,MIN,466426,benzocaine / menthol
996982,MIN,817579,acetaminophen / codeine
1291430,MIN,1291430,docosaenoic acid / eicosapentaenoate
317616,MIN,19711,amoxicillin / clavulanate
377933,MIN,220083,sulfabenzamide / sulfacetamide / sulfathiazole
2221,MIN,1006976,cellulose / methylcellulose
19711,MIN,19711,amoxicillin / clavulanate
21406,MIN,1006930,levocarnitine / ubidecarenone
432572,MIN,1009069,"estrogens, conjugated (USP) / norgestrel"
1299655,MIN,694012,undecylenic acid / zinc undecylenate
428898,MIN,1008567,chondroitin sulfates / glucosamine
7806,MIN,1006954,carbon dioxide / helium / nitrogen / oxygen
2284286,MIN,1432985,cholecalciferol / inulin
4910,MIN,1007064,glycerin / hypromellose / polyethylene glycol 400
227192,MIN,689954,polyethylene glycols / polyvinyl alcohol
1088869,MIN,1008009,ascorbic acid / iron carbonyl
142440,MIN,1006922,lidocaine / phenol
8516,MIN,1007100,choline / polyethylene glycols
2281737,MIN,2281735,moxidectin / pyrantel / sarolaner
798304,MIN,1007290,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
42954,MIN,1006903,pancreatin / vitamin B6
216253,MIN,662263,dorzolamide / timolol
639194,MIN,639194,acetaminophen / propoxyphene
2177696,MIN,1657138,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen
484348,MIN,1006987,linoleate / omega-3 acid ethyl esters (USP) / vitamin E
2023,MIN,1007744,carbocysteine / sobrerol
208813,MIN,883815,dexamethasone / tobramycin
904158,MIN,815308,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride
3361,MIN,690679,dicyclomine / phenobarbital
6227,MIN,1007220,dodecyl sulfate / lanolin
1309239,MIN,1486415,coconut oil / linseed oil
900138,MIN,1007802,dextran 70 / glycerin / hypromellose
1658472,MIN,1008785,Streptococcus pneumoniae type 1 capsular polysaccharide antigen / Streptococcus pneumoniae type 10A capsular polysaccharide antigen / Streptococcus pneumoniae type 11A capsular polysaccharide antigen / Streptococcus pneumoniae type 12F capsular polysaccharide antigen / Streptococcus pneumoniae type 14 capsular polysaccharide antigen / Streptococcus pneumoniae type 15B capsular polysaccharide antigen / Streptococcus pneumoniae type 17F capsular polysaccharide antigen / Streptococcus pneumoniae type 18C capsular polysaccharide antigen / Streptococcus pneumoniae type 19A capsular polysaccharide antigen / Streptococcus pneumoniae type 19F capsular polysaccharide antigen / Streptococcus pneumoniae type 2 capsular polysaccharide antigen / Streptococcus pneumoniae type 20 capsular polysaccharide antigen / Streptococcus pneumoniae type 22F capsular polysaccharide antigen / Streptococcus pneumoniae type 23F capsular polysaccharide antigen / Streptococcus pneumoniae type 3 capsular polysaccharide antigen / Streptococcus pneumoniae type 33F capsular polysaccharide antigen / Streptococcus pneumoniae type 4 capsular polysaccharide antigen / Streptococcus pneumoniae type 5 capsular polysaccharide antigen / Streptococcus pneumoniae type 6B capsular polysaccharide antigen / Streptococcus pneumoniae type 7F capsular polysaccharide antigen / Streptococcus pneumoniae type 8 capsular polysaccharide antigen / Streptococcus pneumoniae type 9N capsular polysaccharide antigen / Streptococcus pneumoniae type 9V capsular polysaccharide antigen
2562998,MIN,1657138,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen
1010763,MIN,107602,epinephrine / lidocaine
208821,MIN,883815,dexamethasone / tobramycin
10582,MIN,1007890,levothyroxine / potassium iodide
1551474,MIN,1551467,bupropion / naltrexone
723,MIN,1007416,amoxicillin / probenecid
29501,MIN,1007107,meningococcal group A polysaccharide / meningococcal group C polysaccharide
212978,MIN,1029441,aluminum hydroxide / magnesium carbonate
4099,MIN,1006917,"estrogens, conjugated (USP) / medroxyprogesterone"
1374726,MIN,725123,carboxymethylcellulose / glycerin
891709,MIN,1009100,ascorbic acid / cuprous oxide / lutein / vitamin E / zinc oxide
1547582,MIN,1008785,Streptococcus pneumoniae type 1 capsular polysaccharide antigen / Streptococcus pneumoniae type 10A capsular polysaccharide antigen / Streptococcus pneumoniae type 11A capsular polysaccharide antigen / Streptococcus pneumoniae type 12F capsular polysaccharide antigen / Streptococcus pneumoniae type 14 capsular polysaccharide antigen / Streptococcus pneumoniae type 15B capsular polysaccharide antigen / Streptococcus pneumoniae type 17F capsular polysaccharide antigen / Streptococcus pneumoniae type 18C capsular polysaccharide antigen / Streptococcus pneumoniae type 19A capsular polysaccharide antigen / Streptococcus pneumoniae type 19F capsular polysaccharide antigen / Streptococcus pneumoniae type 2 capsular polysaccharide antigen / Streptococcus pneumoniae type 20 capsular polysaccharide antigen / Streptococcus pneumoniae type 22F capsular polysaccharide antigen / Streptococcus pneumoniae type 23F capsular polysaccharide antigen / Streptococcus pneumoniae type 3 capsular polysaccharide antigen / Streptococcus pneumoniae type 33F capsular polysaccharide antigen / Streptococcus pneumoniae type 4 capsular polysaccharide antigen / Streptococcus pneumoniae type 5 capsular polysaccharide antigen / Streptococcus pneumoniae type 6B capsular polysaccharide antigen / Streptococcus pneumoniae type 7F capsular polysaccharide antigen / Streptococcus pneumoniae type 8 capsular polysaccharide antigen / Streptococcus pneumoniae type 9N capsular polysaccharide antigen / Streptococcus pneumoniae type 9V capsular polysaccharide antigen
1365899,MIN,214559,ethinyl estradiol / norgestimate
1359109,MIN,214502,diclofenac / misoprostol
2360583,MIN,2360582,Neisseria meningitidis serogroup A capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup W-135 capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup Y capsular polysaccharide tetanus toxoid protein conjugate vaccine
581494,MIN,217626,hydrocortisone / iodoquinol
1996204,MIN,1593743,cholecalciferol / folic acid
2177500,MIN,2177392,influenza A virus A/Brisbane/02/2018 (H1N1) antigen / influenza A virus A/Kansas/14/2017 (H3N2) antigen / influenza B virus B/Maryland/15/2016 antigen / influenza B virus B/Phuket/3073/2013 antigen
619354,MIN,619354,hydrotalcite / simethicone
2597535,MIN,1649006,capsaicin / methyl salicylate
8134,MIN,1006892,belladonna alkaloids / kaolin / phenobarbital
748281,MIN,690419,betamethasone / calcipotriene
10831,MIN,10831,sulfamethoxazole / trimethoprim
1442442,MIN,608343,calcium carbonate / cholecalciferol
1167118,MIN,1029441,aluminum hydroxide / magnesium carbonate
2635,MIN,1007023,coal tar / lactate / salicylic acid
1359360,MIN,466479,neomycin / polymyxin B / pramoxine
763103,MIN,1006915,"poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett)"
151392,MIN,19711,amoxicillin / clavulanate
3706,MIN,729536,dydrogesterone / estradiol
36345,MIN,1007318,menthol / selenium sulfide
1150288,MIN,1432023,folic acid / vitamin B12
689881,MIN,689881,coal tar / salicylic acid
6837,MIN,1006968,cysteine / methionine
232540,MIN,1008533,red yeast rice / ubidecarenone
1014099,MIN,1008718,docosahexaenoate / eicosapentaenoate
220330,MIN,883815,dexamethasone / tobramycin
1300889,MIN,1007122,capsaicin / menthol
852839,MIN,1098500,hog hair extract / hog skin extract
11251,MIN,1008623,calcium carbonate / folic acid / vitamin B complex
4815,MIN,1008873,glyburide / phenformin
358349,MIN,1008509,"insulin isophane / insulin, regular, pork"
899866,MIN,214557,ethinyl estradiol / ethynodiol
405113,MIN,645048,calcium carbonate / simethicone
10811,MIN,1007968,demelverin / trihexyphenidyl
2177290,MIN,1657138,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen
2106334,MIN,1007589,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated"
33094,MIN,1007652,menthol / peppermint oil
1372744,MIN,1008501,"insulin isophane / insulin, regular, human"
539712,MIN,466542,"nitrofurantoin, macrocrystals / nitrofurantoin, monohydrate"
597970,MIN,1422085,atorvastatin / ezetimibe
798361,MIN,1008837,hepatitis A vaccine (inactivated) strain HM175 / hepatitis B surface antigen vaccine
151399,MIN,10831,sulfamethoxazole / trimethoprim
891522,MIN,1007320,ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin B12
283100,MIN,817886,"sodium phosphate, dibasic / sodium phosphate, monobasic"
1087414,MIN,1007807,ascorbic acid / folic acid / iron carbonyl / vitamin B12
807277,MIN,1007589,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated"
1046531,MIN,1046533,dexpanthenol / levomenthol / salicylic acid
544473,MIN,107602,epinephrine / lidocaine
798306,MIN,1007290,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
1311545,MIN,1366507,acetaminophen / caffeine / chlorpheniramine / guaifenesin / N-methylephedrine
817579,MIN,817579,acetaminophen / codeine
227142,MIN,1007483,dexamethasone / hypromellose
798302,MIN,1007290,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
1190919,MIN,1007589,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated"
1359107,MIN,214502,diclofenac / misoprostol
545890,MIN,689799,acetaminophen / phenyltoloxamine / salicylamide
577961,MIN,822929,amphetamine aspartate / amphetamine sulfate / dextroamphetamine saccharate / dextroamphetamine sulfate
1542994,MIN,687351,fluocinolone / neomycin
752388,MIN,816726,"insulin lispro / insulin lispro protamine, human"
2669,MIN,1372879,brilliant green / cod liver oil / gentian violet
9863,MIN,1006906,"sodium bicarbonate / sodium chloride / sodium phosphate, dibasic"
1441688,MIN,1484957,factor IX / factor VII / factor X / protein C / protein S / prothrombin
284831,MIN,691005,calcium carbonate / famotidine / magnesium hydroxide
7906,MIN,1008778,glycerin / paraffin
316283,MIN,214382,chlorothiazide / methyldopa
8156,MIN,1007028,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine
2058490,MIN,2058474,milbemycin oxime / praziquantel
89781,MIN,1007079,"belladonna extract, USP / chlorpheniramine / phenylephrine / pyrilamine"
1388,MIN,1006974,lidocaine / lindane
311511,MIN,466537,menthol / methyl salicylate
1087262,MIN,1008515,calcium carbonate / folic acid / pyridoxine / vitamin B12
267366,MIN,1007251,copper sulfate / ferrous fumarate / folic acid / magnesium sulfate / manganese sulfate / niacinamide / pantothenic acid / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate
1167119,MIN,1029441,aluminum hydroxide / magnesium carbonate
314124,MIN,466541,neomycin / polymyxin B
253181,MIN,1008501,"insulin isophane / insulin, regular, human"
386055,MIN,644563,lauromacrogols / urea
1235018,MIN,690077,benzalkonium / lidocaine
1087242,MIN,466600,camphor / menthol
6750,MIN,1006889,dimethicone / menthol / pramoxine
1144758,MIN,1144760,betaine / folic acid / mecobalamin / pyridoxine
3538,MIN,812238,cromolyn / xylometazoline
37789,MIN,151195,atenolol / chlorthalidone
48470,MIN,392491,amylase / lipase / protease
606589,MIN,1008230,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine
1309250,MIN,1986372,olive oil / soybean oil
1010749,MIN,107602,epinephrine / lidocaine
617296,MIN,19711,amoxicillin / clavulanate
204602,MIN,477619,bacitracin / neomycin / polymyxin B
82242,MIN,689301,chlorophyllin copper complex / sodium chloride
213442,MIN,1008501,"insulin isophane / insulin, regular, human"
343079,MIN,1008501,"insulin isophane / insulin, regular, human"
315604,MIN,2047714,amlodipine / celecoxib
1117536,MIN,1117535,potassium nitrate / silver nitrate
307746,MIN,466588,aluminum hydroxide / magnesium hydroxide / simethicone
1248057,MIN,214769,phenylephrine / promethazine
1190914,MIN,1007589,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated"
42347,MIN,1551467,bupropion / naltrexone
1125493,MIN,1008848,capsaicin / menthol / methyl salicylate
1426165,MIN,1484957,factor IX / factor VII / factor X / protein C / protein S / prothrombin
1090846,MIN,1007630,calcium phosphate / magnesium carbonate / potassium chloride
2054124,MIN,466600,camphor / menthol
315369,MIN,19711,amoxicillin / clavulanate
1926601,MIN,690693,diphenhydramine / phenylephrine
1233290,MIN,466553,penicillin G benzathine / penicillin G procaine
1294255,MIN,689371,chloroxylenol / hydrocortisone / pramoxine
34693,MIN,1008285,glycerin / hypromellose / propylene glycol
1009389,MIN,1009387,dexamethasone / neomycin / thiabendazole
262150,MIN,1007327,folic acid / iron carbonyl
1043620,MIN,1043618,eucalyptol / menthol / methyl salicylate / thymol
9793,MIN,1007858,chlorhexidine / silver sulfadiazine
1373504,MIN,214558,ethinyl estradiol / levonorgestrel
2389317,MIN,2389311,influenza A virus A/Hawaii/66/2019 (H1N1) antigen / influenza A virus A/Hong Kong/2671/2019 (H3N2) antigen / influenza B virus B/Phuket/3073/2013 antigen / influenza B virus B/Washington/02/2019 antigen
91170,MIN,1008640,dihydro-alpha-ergocryptine / dihydro-beta-ergocryptine / dihydroergocornine / dihydroergocristine
1424872,MIN,1245705,chlophedianol / chlorpheniramine / phenylephrine
1421461,MIN,384410,ethinyl estradiol / norethindrone
2566799,MIN,2541160,chlorhexidine / climbazole
2628926,MIN,214346,calcium carbonate / magnesium carbonate
1094060,MIN,1094063,dodecylbenzenesulfonic acid / lactate
1369775,MIN,1007329,ibuprofen / phenylephrine
829647,MIN,1008304,ascorbic acid / beta carotene / cuprous oxide / vitamin E / zinc oxide
34246,MIN,219314,polymyxin B / trimethoprim
1244925,MIN,1244924,calcium carbonate / cholecalciferol / vitamin K
204709,MIN,690018,allantoin / camphor / phenol
562251,MIN,19711,amoxicillin / clavulanate
1368963,MIN,1245705,chlophedianol / chlorpheniramine / phenylephrine
6400,MIN,1006987,linoleate / omega-3 acid ethyl esters (USP) / vitamin E
802685,MIN,1007251,copper sulfate / ferrous fumarate / folic acid / magnesium sulfate / manganese sulfate / niacinamide / pantothenic acid / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate
1116979,MIN,1116982,American house dust mite allergenic extract / European house dust mite allergenic extract
2474339,MIN,689842,citric acid / simethicone / sodium bicarbonate
809555,MIN,608343,calcium carbonate / cholecalciferol
8462,MIN,1007723,podophyllin / salicylic acid
1049382,MIN,1009125,benzalkonium / dimethicone
6387,MIN,1006922,lidocaine / phenol
134920,MIN,216525,dexamethasone / neomycin / polymyxin B
643496,MIN,466588,aluminum hydroxide / magnesium hydroxide / simethicone
8588,MIN,1007214,niacinamide / potassium
8727,MIN,692987,estrone / progesterone
824186,MIN,19711,amoxicillin / clavulanate
2231,MIN,1006881,bromhexine / cephalexin
204913,MIN,321650,iodine / potassium iodide
1607001,MIN,1008064,folic acid / vitamin B12 / vitamin B6
