clean_name,rxcui
Gamgee Tissue,8410
Caprin Ec Tab 75Mg,22380
Normacol Plus Granules 7G Sachets Norgine Pharmaceutical...,152000
Risedronate Sodium Tablets 35Mg,905023
Mepradec 20Mg Gastro-Resistant Capsules Discovery Pharma...,808520
Retin-A 60G Cream,153101
Clinishield Wipes 3800 Clinimed Ltd Essentials Accessories,1307051
Surmontil Caps 50Mg,891522
Estradot 75Micrograms 24Hours Patches Novartis Pharmaceu...,476545
Vita-Pos Eye Ointment Preservative Free Scope Ophthalmics Ltd,801169
Tubifast Blue Line Elast Viscose Stock 7.5Cm Molnlycke,1655936
Novopen 3 Classic Hypodermic Insulin Injection Pen Reusable For 3Ml Cartridge 1 Unit Dial Up Range 2-70 Units Novo Nordisk Ltd,1090913
Bd-Microfine Lancet,1312492
Beta-Adalat Modified-Release Capsules Bayer Plc,151131
Efamast 40Mg Caps,891522
Hypromellose Eye Drops 0.3%,310933
Humulin Zn 100Units Ml Suspension For Injection 10Ml Vials Eli Lilly And Company Ltd,311026
Simvador Tabs 40Mg,1594651
Uniphyllin Continus Tab 200Mg,795735
Sodium Cromoglicate Caps 100Mg,3538
Biotrol Irrigation Cone Braun F05062E,1311069
Estraderm Mx Patch 50Micrograms 24 Hours,2181304
Flixonase Aqueous Nasal Spray 0.05 % 150 Dose Spray,1797933
One Touch Type 6B Color.Strip S Lifescan,854966
Sudocrem Cre,200010
Tinaderm Cre 1%,864159
Gauze Swabs Bp 1988 Type 13 Light Non-Steril 8 Ply 10Cmx10Cm,311715
Estradot Patch 75 Micrograms 24 Hours 1.17Mg Unit,242892
Vesicare Tablets 5Mg,539817
Lamisil At Spray 1%,992536
Topal Tab,1251763
Foley Silicone Elastomer Coated Latex Pre-Filled Catheter...,1314891
Nasonex 50Micrograms Dose Nasal Spray Merck Sharp & Dohme Ltd,1797868
Anusol Supp,151363
Hylo-Tear 0.1% Eye Drops Preservative Free Scope Ophthal...,309714
Arcoxia 60Mg Tablets Grunenthal Ltd,581662
Solpadol Caplets 500Mg + 30Mg,1293942
Half Beta-Prograne 80Mg Modified-Release Capsules Actavis Uk Ltd,371044
Nystaform-Hc 1% Ointment 30G,203105
Efamast 40 Caps 40Mg,891522
Water For Injections 10Ml Ampoules,2108561
Anugesic Hc Cream,404044
Diprosone Cre 0.05,848200
Insulin Isophane Human Pyr Inj 100 Units Ml,343101
Seal-Tight Limb Protector Foot Ankle Cv27105 Autono-Med ...,1293282
Provigil 100Mg Tablets Teva Uk Ltd,226426
Requip Xl Pro Rel Tab 2Mg,799832
Glucotide Color.Strip S Bayer,215568
Combi Nat Sma Cle + Sta Tap 2 Pie Uro 38Mm Convatec S7361,1233290
Ditropan Tab 5Mg,151651
Ponstan Capsules 250 Mg,242874
Aknemycin Plus Alcoholic Soln,1188426
Human Actrapid Inj 100 Iu Ml,213442
Eltroxin Tabs 100 Mcg,2607026
Sodium Hyaluronate Pres Free Eye Drops 0.18%,2584849
Act Cla 2 Circ Kni Ope Toe Bel Kne Stoc Extra Large Activa,420222
Salazopyrin-En Tab 500Mg,724154
Cipralex Tablets 10 Mg,404930
Oculotect 5% Eye Drops 0.4Ml Unit Dose Alcon Laboratories Uk Ltd,142002
Brevoxyl 4% Cream Glaxosmithkline Consumer Healthcare,218002
Pentasa 1G Modified-Release Granules Sachets Ferring Pha...,196495
Erythroped Forte Sf Susp 500Mg 5Ml,858735
Inadine Pov Iod Fabric Dress 9.5Cm X 9.5Cm J & J,2626480
Methylated Spirit Industrial Solution,446430
Neo-Naclex-K Tab,204346
Ethilon Suture 1Gauge 45Cm Length With 19Mm Curved Revers...,1117536
Eumovate Ointment 0.05 %,861472
Oraldene 0.1% Mouthwash Peppermint Mcneil Products Ltd,33094
Dioctyl Caps 100Mg,82003
Vagifem Vaginal Tablets 10 Micrograms,884709
Elastic Hosiery Flat Bed Knit Below Kne Stockin Mtm Class 2,1730435
Carshalton Zinc Oxide Plasters 25Mm Sims 48-538-49,850425
Crotamiton Cre 10,106219
Canesten Vc Vaginal Cream 10% G Pre-Fill Appli,1597814
Fostair Nexthaler 200Micrograms Dose 6Micrograms Dose D...,898572
Ispaghula Husk Gluten-Free Grans,104129
Diprosalic 0.05% Scalp Application 100Ml,861510
Mediven Plus Class 2 Open Toe Sto Pet Xwd4 Medi 204 Iv,1010769
Potassium Permangana Sol 0.1,106431
Prevenar Vaccine,2566314
Bm-Accutest Color.Strip S Roche Diag,240559
Generic Ensure Liquid,1307051
Typhoid Monovalent Vac,807219
Dutonin 200Mg Tablets Bristol-Myers Squibb Pharmaceuticals Ltd,581662
Activa Class I Unisex Patterned Sock Standard Stock Size ...,1591916
Nova-T Type 6 Iucd Schering Sp7 Sp.25,798268
Stiemycin 2% Solution Stiefel Laboratories Uk Ltd,1039339
Dermacolor Camouflage Cream Cre,200010
Nicorette Invisi Transdermal Patches 25 Mg 16 Hours,203808
Vertab Sr 240 Tablets Chiesi Ltd,1309470
Pnu-Imune Vaccine,798304
Amoxycillin S F Syr 250Mg 5Ml,1147924
Softclix Lancet-Sterile Single Use 0.8Mm 21Gauge,631504
Ensure Liquid Flavour Not Specified,2274107
Microgynon 30 Ed Tabs,352618
Humira 40Mg Injection Abbott Laboratories Ltd,1171992
Avaxim Vaccine Prefilled Syringe 0.5Ml,1190919
Dienoestrol Vaginal Crm 0.01% G + Applicator,351068
Phenergan Tab 10,152218
Questran A Sachets 4 G Sachet,848943
Indocid Caps 50Mg,206969
Fefol Caps S R,2023
Marvelon Tabs 30Micrograms + 150Micrograms,416784
Psoriderm Scalp Lotion,1006689
Modecate 1Ml Inj 25Mg Ml,1039690
Haddenham Veni Class 2 Extr Wd Clsd T Thi Short 6 Haddenham,896135
Buscopan Tab 10Mg,203547
Nov 2 Conve 2 Piec Flan 43Mm C-T-F 15-30Mm Dansac 1543-15,227312
Zovirax Disp Tab 200Mg,213694
Fortisip Acbs Tropical Fruit Liquid 200Ml,688892
Fortisip Multi Fibre Chocolate Liquid 200Ml,1010915
T-Safe 380A Ql Intrauterine Contraceptive Device William...,2267310
Canesten Sol 1%,2104292
Isodur 25 Xl Mr Cap 25Mg,866429
Symbicort 400 12 Turbohaler Astrazeneca Uk Ltd,327148
Ensure Plus Milkshake Style Liquid Vanilla Abbott Labora...,1855514
Feldene Sports Gel 5Mg G Jel,197288
Colofac 135Mg Tablets Bgp Products Ltd,581662
Evorel Pak 8 Patche,543489
Hay-Crom Aqueous Eye Drops 2%,1094908
Lomotil 2.5Mg 25Microgram Tablets Mercury Pharma Group Ltd,1190641
Zestoretic 10-Tab 10Mg + 12.5Mg,823986
Multiload Cu250 Intrauterine Contraceptive Device Organon Laboratories Ltd,581662
Cephalexin Tab 250Mg,315607
Atmocol Deodorant Spray Ecolab 785911,705936
Ensure Twocal Liq Abbott N,1311545
Ensure Plus Milkshake Style Liquid Vanilla Abbott Laboratories Ltd,1855514
Eurax Lotion,207894
Voltarol 50Mg Tabs,1600439
Menorest 75,218309
Movelat Gel Thornton & Ross Ltd,798444
Anusol Cream Church & Dwight Uk Ltd,1659443
Voltarol 50Mg Gastro-Resistant Tablets Novartis Pharmaceuticals Uk Ltd,1600439
Oilatum Scalp Treatment Shampoo Glaxosmithkline Uk Ltd,904620
Imuran 50Mg Tablets Aspen Pharma Trading Ltd,105611
Rite-Diet Wafers Cream Low Protein G F,318272
Carmellose Sodium Eye-Drops Unit Dose 1 %,1718952
Zestril Tab 5,104376
Efexor Xl 150Mg Capsules Pfizer Ltd,729931
Co-Amilozide 5 50 Tablets,262150
Dovobet Ointment -,748281
Dianette Tablets Bayer Plc,368457
Predsol Retention Enema 20Mg 100Ml,606589
Tegretol Retard Tab 400Mg,563866
Ascensia Autodisc Testing Discs Bayer Diagnostics Manufa...,215568
Cilazapril Tab 500Mcg,199707
Clobaderm 0.05% Ointment Auden Mckenzie Pharma Division...,206048
Voltarol 1% Emulgel Novartis Consumer Health Uk Ltd,106258
Elleste-Duet,647208
Trimeprazine Tartrate Tabs 10Mg,199624
Insulatard Innolet Inj 100 Iu Ml,93558
Fulcionel Ar 20Cm Depth Support Belt Large Cui Int F553,215493
Nizoral Cre 2,206978
Anugesic-Hc Cream,404044
Colistimethate 1Million Unit Powder For Nebuliser Solution Unit Dose Vials,307816
Ensure Plus Tube Feed Abbott N,1311545
Eryacne 2 Alcohol-Based Gel 2% W V,1305100
Cilazapril Tab 1Mg,331713
Synalar 0.025% Oin 0.02%,1191260
Slow-K Tab 600,152364
Velosulin Inj 100 Units Ml,1371205
Intal Spinhaler Type 2 Insufflator Aventis Ph,405069
Grisovin 500Mg Tablets Glaxosmithkline Uk Ltd,581662
Combodart Caps,891522
Portia Pvc Ring Pessary 74Mm Bray,751890
Adalat La Tab 30Mg,491071
Tetralysal 300 Caps,891522
Nicorette Quickmist 1Mg Dose Mouthspray Mcneil Products Ltd,1183374
Glutano Spirals Spirals Nutrition Point Ltd,884749
Mixtard 30 Innolet 100Units Ml Suspension For Injection 3Ml Pre-Filled Pen Novo Nordisk Ltd,847199
Parnate Tab 10,104838
Rehidrat Blackcurran,73891
Atrovent 20Micrograms Dose Inhaler Boehringer Ingelheim Ltd,746449
Naturcare Zest Deodorant Spray Opus Hc,404285
Free Vie Bei Lar Col Sof Bot Pre Cut 35Mm Welland Plc 535,2049736
Sen Fle Max Soft- 2 Pie Col 35Mm Coupling Coloplast 13214,1235322
Indomethacin Caps 25Mg,316082
Aciferol D3 5 000Unit Tablets Rhodes Pharma Ltd,2601308
Naturcare Zest Deodorant Spray Opus Hc 1102A,404285
Norimin Tablets 35 Micrograms,202859
Adipine Xl 60Mg Tablets Chiesi Ltd,33746
Voltarol Gel Patch,1600439
Easiflex Max Soft-Cove 2 Piec Coloba 35Mm Coloplast 14484,251020
Generic Otomize Ear Spray,2597535
Vitamins Bpc Cap,374301
Neoral 25Mg Capsules Novartis Pharmaceuticals Uk Ltd,835909
Cavilon No Sting Barrier Film Foa Applicator 3Ml 3M 3345P,309916
Co-Amilozide 5 50 Tab,262150
Buspar Tabs 5Mg,866096
Voltarol Gel Patch 1% Medicated Plasters Novartis Consumer Health Uk Ltd,853260
Naturcare Breeze Deodorant Spray Opus Hc,404285
Anusol Suppositories Mcneil Products Ltd,367599
Esteem Synergy Mini Opaque 2 13 Convatec S1061N,2372690
Easifle Extr Bas Plat 35Mm Flange 10-33Mm Coloplast 14304,1311067
Micronor,221100
Ascensia Glucodisc Biosensor Discs Bayer,215568
Esteem Synergy Small Opaque 2 13 Convatec S1053F,1492300
Est Syn Stom Ski Barrie 13-48Mm Cut-To-Fit Convatec S1191,1869377
Vista-Methasone Eye Drp,217010
Appeel No Sting Adh Rmv Wipes Clinimed 3505,580119
Robaxin 750Mg Tablets,1010654
Luborant Saliva Replacement 60Mls Antigen,465118
Pulmicort Turbohaler Inh 200,196487
Beclazone Inhaler 100 Micrograms Puff,226084
Lbf Sterile No Sting Barrier Film Foam 1Ml Applicator 382...,580119
Tenormin Tab 100Mg,201322
Gaviscon Double Action Liquid 10Ml Sachets Reckitt Benck...,1167118
Uniphyllin Continus Tabs 200Mg,795735
Cocois Oin,1425503
Keral Fc Tab 25Mg,4451
Ultra Cleanse Skin Cleanser 4401 Opus Healthcare,1046593
Phenergan Tab 10Mg,152218
Slozem 120Mg Capsules Merck Serono Ltd,1292422
Airomir Autohaler Breath-Actuated Inhaler Cfc-Free 100 Mic,799040
Co-Beneldopa 25Mg 100Mg Modified-Release Capsules,252761
Cutivate Cream 0.05%,895989
Ultra Gf Fusilli Ultrapharm,220601
Nitrolingual 400Micrograms Dose Pump Sublingual Spray Me...,995019
Dietary Specials Gf Wf Long Rolls - White Nutrition,1364404
Benzoic Acid Compoun Oin,18989
Salivix Artificial Saliva Past Provalis,1426466
Nasacort Aqueous Nasal Spray 55Mcg Actuation 1,1797915
Vitamins A And D Capsules Bpc 1973,1192509
Fortisip Bottle,309370
Isotard 25Xl Tablets Kyowa Kirin Ltd,581662
Schar Gf Wf Grissini Breadsticks Nutrition,884749
Vaniqa 11.5% Cream Almirall Ltd,362331
Sandocal 400 Tablets 10 Mmol Ca,617312
Burinex 1Mg Tablets Leo Pharma,312935
Meningococcal Polysaccharide A C W135 And Y Vaccine Pow...,314725
Co-Beneldopa 25Mg 100Mg Capsules,252761
Schar Gf Wf Biscottini Nutrition,884749
Didronel Pmo Treatment Kit N A,1092658
Myocrisin Inj 20Mg 0.5Ml,1242613
Galenphol Strong 10Mg 5Ml Linctus Thornton & Ross Ltd,798447
Naprosyn Ec 250Mg Tablets Atnahs Pharma Uk Ltd,105898
Ultra Gf Spaghetti Ultrapharm,220601
Naprosyn Ec Tabs 250Mg,105898
Schar Gf Wf Bread Mix Nutrition,261542
Soframycin Eye Oin 0.5,313415
Salivix Artificial Saliva Past Chefaro,1426466
Conveen Prep 62042 Coloplast Ltd,199129
Steripod Blue 25 X 0.9,1310605
Colofac Mr 200Mg Capsules Bgp Products Ltd,152056
Tubigrip Size F 1M,542304
Zacin 0.025% Cream Teva Uk Ltd,220347
Prosys Lng Tube Lvr Tap Leg 500 Clinisupp P500L-Lt,220200
Medive Eleganc Clas 1 Close Toe Bel Kne Stocki Size 2 Medi,1010769
Myocrisin Injection 20Mg 0.5Ml 0.5Ml Amp,1242613
Vitamins A And D Capsules,1192509
Salivix Pastilles Chefaro Uk Ltd,199393
Ener-G Gf Wf Tapioca Bread General,2619252
Ortho Dienoestrol 0.01% Cream,351068
Sofradex Eye Drops Distriphar Uk,208813
Nerisone Forte Oily Crm 0.3%,1663747
Systane Ultra Eye Drops 0.7Ml Unit Dose Alcon Laboratories Uk Ltd,1989901
Estradot Patch 50 Micrograms 24 Hours 0.78Mg Unit,248478
Serc 16Mg Tablets Bgp Products Ltd,581662
Mixtard 30 100Units Ml Suspension For Injection 10Ml Vials Novo Nordisk Ltd,977842
Pyralvex Oral Paint Sol,305064
Normasol Irrigation Soln 0.9% Molnlycke,800988
Dexeryl Cream Pierre Fabre Dermo-Cosmetique,1099930
Gyno-Pevaryl 1 Pes 150,1421627
K-Y Jelly Non-Sterile Johnson & Johnson Ltd,852136
Co-Phenotrope Tabs 2.5Mg+0.025Mg,1923054
Dicycloverine 20Mg Tablets,991086
Sorbsa Silve Packin + Prob Cavit Dressi 30Cm 2G Unomedical,1117536
Xylocaine 2%-20Ml Inj.,1737637
Herpid Paint 5%,305064
Somacorrect Xtra Vacuum Pump 15111 Imedicare Ltd,864732
Amoram Cap 250,1041849
Water For Injections 20Ml Ampoules,2108561
Microval Tablets 30 Micrograms,898492
Niquitin 2Mg Lozenges Original Menthol Mint Glaxosmithkl...,968849
Calcichew-D3 Chewable Tablet,846138
Vexol 10Mg Ml Eye Drops Alcon Laboratories Uk Ltd,142002
Synacthen Depot 1Mg 1Ml Inj.,1743781
Oilatum Emollient 350Ml Bath Add.,784
Airomir Autohaler Cfc Free Breat Actuate Inh 10,1746905
Prioderm Lot 0.5,1423494
Speedicath Catheter Female 10Ch 28510 Coloplast Ltd,581662
Becodisks Inh Pdr Refill 100Micrograms,151414
Niquitin 21Mg Patches Omega Pharma Ltd,4301
Motrin Tab 400,202488
Lacri-Lube Eye Ointment,701984
Cetomacrogol Crm Formula A,643139
Stericlens Sterile Saline Irr Soln Cd Medical,240422
Yasmin Tablets Bayer Plc,368457
Nytol Tab 25Mg,1092416
Qvar 100 Autohaler Cfc-Free Breath-Actuated Inhaler 100 Mi,1998772
Femapak 40 Abbott Healthcare Products Ltd,581662
Beclazone 100 Inh 100,226084
Champix Treatment Initiation Pack Tablets 11 X 500 Micr...,250387
Thiamine Tablets 100Mg,313323
Conveen Optima Latex Free Self-Sealing Urisheath Standard Length 22025 25Mm Coloplast Ltd,991291
Tegretol Tablets 400Mg,866307
Nuvelle Ts Transdermal Patches,1191313
Ortho Gyne-T 380S Iu,7602
Ventolin Ventodisk Refill Pack Inh 400Mcg,8887
Ensure Vanilla Liq 250Ml Can,901291
Eth Pol 6 Non-A Mon Sut 1.5 Metric Gauge X 45Cm Blue W539,1310605
Locoid -C Oint,52147
Zydol Xl M R Tablets 150 Mg,218128
Bydureon 2Mg Powder And Solvent For Suspension For Prolon...,1242968
Trimeprazine Tartrate Tab 10Mg,199624
Agamatrix Ultra-Thin Lancets 0.2Mm 33Gauge Agamatrix Eur...,240559
Euroslee All In One Blu Accessori Med 36-55Cm Jade Jes7,1426269
Pneumovax Ii Vaccine 0.5Ml Vial S,1547582
Betnovate -N Oint,1311545
Vista-Methasone Ear Eye Nose Drops Liq 0.1%,316958
Fematrix 40 Patches Abbott Healthcare Products Ltd,1667647
Adcal-D3 Chewable Tablets Lemon,846138
Duragel 2% Gel Ssl International Plc,240559
Chloromycetin Redidrops 5Ml Eye Drops,48008
Electrolade Sachet,801109
Becotide Rotacaps Cap 100,151414
Lamisil Cre 1,217956
Lbf No Sting Barrier Film Clinimed 3820,580119
Pentasa Supp 1G,196495
Buffered Cream,215770
Robaxin Tab 750Mg,1010654
Ems Pvc Female Nelaton 14 Ch Coloplast T2014,82242
Nelaton Catheter Female Pvc 14Ch T2014 Coloplast Ltd,581662
Nizoral Shampoo 20,1296820
Hydrocortistab 1Ml Inj 25,197785
Muse Urethral Stick 1Mg,859128
Nystaform Cre,200010
Voltarol 1% Emulgel P Novartis Consumer Health Uk Ltd,8737
Dimotane L.A. Tab 12,372942
Casodex 150Mg Tablets Astrazeneca Uk Ltd,151495
Dicyclomine Hydrochl Tab 20,991086
Asilone Antacid Sf Susp,232539
Zumenon 1Mg Tablets Mylan Ltd,27306
Forxiga 5Mg Tablets Bristol-Myers Squibb Pharmaceuticals...,1486981
Peptac Sf Liq,392038
Becotide-100 0.1Mg Dose Inh.,151414
Ventolin 2Mg 5Ml Syrup Glaxosmithkline Uk Ltd,8887
Co-Proxamol Tabs 32.5 325,639194
Dalacin Vaginal Cream 2% W V G + Applicator,688242
Anafranil Cap 10,756
Co-Amilofruse Tab 5Mg 40Mg,2037
Speedicath Compact Catheter Male One Size 12-18Ch 28692...,999457
Olmesartan Tabs 20Mg,349401
Tubigrip Size B,542304
Anafranil Cap 25Mg,857299
Bexsero Vaccine Suspension For Injection 0.5Ml Pre-Filled...,1601407
Lofric Primo Catheter Male Non Pvc 12Ch 4101225 Wellspec...,991680
Cephradine Cap 250,315609
Oxycontin 15Mg Modified-Release Tablets Napp Pharmaceuticals Ltd,1049545
Glucobay Tabs 50Mg,360328
Beclometh Diprop Aero Inh 100Mcg Complet,284831
Senokot Grans,202961
Elantan La25 Capsules Ucb Pharma Ltd,285246
Glucotrend Plus Roche Diag Colorimetric Strip S -,998740
Neupro 6Mg 24Hours Transdermal Patches Ucb Pharma Ltd,724156
Madopar 200Mg 50Mg Capsules Roche Products Ltd,581662
Tagamet 800Mg Tablets Chemidex Pharma Ltd,152402
Clinisorb Act Non-Abs Dress 10Cm X 20Cm Clinimed,1014651
Buscopan Ibs Relief 10Mg Tablets Boehringer Ingelheim Se...,203547
Metosyn Fapg 0.05% Cream Reig Jofre Uk Ltd,4462
Cardene Cap 30,858589
Estraderm Tts Transdermal Patches 50 Micrograms 24 Hrs,998673
Aprovel 75Mg Tablets Sanofi,1927957
Pulmicort Turbohaler Breath Act Pwdr Inh 400Mcg Act,1014651
Faverin 100Mg Tablets Bgp Products Ltd,581662
Flexitol Hand Balm Laderma Health Uk Ltd,581662
Arthrotec 50 Tablets,1359107
Hydrous Ointment,1297771
Fybogel Sugar-Free Gluten-Free Granules 10 3.5G Sachet S,2284286
Brillant Aquaflate All Silicone Catheter Male 18Ch Da3101...,1722233
Plaquenil 200Mg Tablets Sanofi,979094
Pro D3 400Unit Capsules Synergy Biologics Ltd,435020
Lyclear Dermal Cream 5 %W W,479346
Reflexions Flat Spring Diaphragm 85Mm,198504
Tear-Lac 0.3% Eye Drops Preservative Free Scope Ophthalm...,309714
Equagesic Tablet Wyeth Pharmaceuticals,24292
Prozac Calendar Pack Cap 20,104849
Xalatan Eye Drops 50 Micrograms Ml,542527
Sanomigran 500Microgram Tablets Novartis Pharmaceuticals...,2537633
Genticin 0.3% Eye Ear Drops Amco,310467
Meningococcal Group B Vaccine Rdna Component Adsorbed ...,1593128
Asilone Sf Susp,392038
Canesten 2% Vag. Cream,852074
Staril Tablets 10 Mg,225030
Salofalk 1G Application Foam Enema Dr. Falk Pharma Uk Ltd,1048447
Ventolin Aerosol Inhaler 100Micrograms Inhalation 1 200 Dose,801095
Dextrose Gel,198683
Diaphragm Type B-Coil Spring Vaginal Contraceptive Device 70,1312376
Ensure Plus Tube Feed Gastroenteral Liquid Abbott Nutrition,2367800
Ponstan Tab 250Mg,242874
Peli Sel Con Stand Cle Ileo Pre Cut 27.5Mm Pelican 113427,204182
Depo-Medrone Injection 40Mg Ml 2Ml Vial S,1358612
Kenalog Intra-Artic Inj 40Mg Ml,1085756
Peri-Prep Sensitive No-Sting Protective Film Wipes Pps1 Salts Healthcare,199129
Somaerect Response Ii Xl Vacuum Pump 15888 Imedicare Ltd,1999003
Flaminal Hydro Gel Ark Ther,727272
Mildison Lipocream 1%,753297
Aerochamber Plus Type 3 Spac Hold Chamb Dev 145Ml Cylindrica,852272
Peri-Prep Sensitive No-Sting Protective Film Salts Pps1,199129
Coal Tar 40% Bath Emulsion,251260
Novopen Echo Hypodermic Insulin Injection Pen Reusable For 3Ml Cartridge 0.5 Unit Dial Up Range 0.5-30 Units Blue Novo Nordisk Ltd,1788984
Vitamin B Compound Strong Forte Tablets,11251
Pariet Enteric Coated Tablets 20Mg,1351897
Becotide 200Microgram Rotacaps Glaxosmithkline Uk Ltd,151414
Stelazine Spa 2Mg,1543168
Ultimat Maintenanc Rin Set Constrict Ring Imedicare 15222,1441544
Nicorette Cools 2Mg Lozenges Mcneil Products Ltd,1296535
Neo-Naclex-K Modified-Release Tablets Mercury Pharma Group Ltd,6769
Cerumol Ear Drops Thornton & Ross Ltd,798444
Konsyl 3.4G Sachet Powder Eastern Pharmaceuticals Ltd,1095536
Fucibet Lipid Cream Leo Pharma,283568
Schar Gf Rigati 500Gms Farillon,1367185
Fybogel 3.5G Sachet Lemon G F S F,8156
Adrenaline Inj 300Micrograms 0.3Ml Dose,3992
Ecostatin 1% Cream Bristol-Myers Squibb Pharmaceuticals Ltd,581662
Cafergot Suppositories Alliance Pharmaceuticals Ltd,20027
Flagyl Compak,202866
Alvesco 80 Inhaler Takeda Uk Ltd,799040
Klaricid Xl M R Tablets 500 Mg,218128
Clinitas 0.4% Eye Drops 0.5Ml Unit Dose Altacor Ltd,226343
Barkat Gf Wf Buckwht Pasta Penne Gluten,1370781
Niquitin Cq Loz 2Mg,351427
Schar Gf Wf Frollini Tea Biscuits Nutrition,884749
Entocort 2Mg 100Ml Enema Astrazeneca Uk Ltd,352629
Lifestyle G F Bread Roll,284637
Calcichew D3 Chewable Tablets,846138
Adcortyl Intra-Articular Intradermal 10Mg 1Ml Suspensio...,2109948
Ace Stopper 12Fr 30Mm Medicina Ap12 30,2167740
Nizoral Tab 200Mg,202692
Cyclogest 400Mg Suppository Shire Pharmaceuticals Ltd,388311
Co-Diovan 160Mg 25Mg Tablets Novartis Pharmaceuticals Uk...,351762
Xatral Sr Tab 5Mg,356728
Co-Diovan Tabs 160Mg + 25Mg,351762
Emflex Caps 60Mg,891522
Niquitin Cq Lozenge 2Mg,351427
Sunvit-D3 50 000Unit Tablets Sunvit-D3 Ltd,2418
Hypromellose Eye Drp 1%,142001
Indomethacin S R Cap 75,316085
Biotrol Petite Stoma Cap F00015E 35Mm B.Braun Medical Ltd,11248
Dantrium Caps 25Mg,856658
Genius Gf Brown Brd Unsliced Genius Gf,1367185
Corsodyl Mouth Wash Aniseed 0.2 %,1309292
Lantus 100Units Ml Solution For Injection 3Ml Pre-Filled ...,847232
Tinaderm Cre 1,864159
Rizopia Gf Brown Rice Spaghetti Pgr,1311040
Pulmicort 200Microgram Refill Canister Astrazeneca Uk Ltd,196487
Migard Fc Tab 2.5Mg,4451
Testogel 50Mg 5G Gel Sachets Besins Healthcare Uk Ltd,353017
Salivix Artificial Saliva Past Cortecs,1426466
Phosphates Enema Standard Tube,283100
Co-Diovan 160Mg 25Mg Tablets Novartis Pharmaceuticals Uk Ltd,809022
Betnovate Cream 0.1% 30 G,890918
Intralgin Gel 3M Health Care Ltd,1117398
Femseven Patch 50Mcg 24 Hr 1.5,802663
Glucomen Test Sensors Na,56476
Mep Ult Vapour-Per + Abs Pad Adh Fil Dre 6Cmx7Cm Molnlycke,11149
Ascensia Autodisc Testing Discs Bayer Diagnostics Manufacturing Ltd,215568
Staril Tab 20,225030
Femoston-Conti 1Mg 5Mg Tablets Abbott Healthcare Product...,1184943
Mirapexin 0.52Mg Modified-Release Tablets Boehringer Ingelheim Ltd,901557
Acular Eye Drp 0.5%,860109
Macrogol Compound Oral Powder Sachets Sugar Free A A H P...,219010
Opticrom Allergy Aqueous Eye Drops 2 %,1043704
Cicatrin Cream Glaxosmithkline Uk Ltd,581662
Lyclear 1% Creme Rinse Omega Pharma Ltd,4301
Vsl#3 Probiotic Food Supplement Oral Powder 4.4G Sachets Ferring Pharmaceuticals Ltd,827349
Spasmonal Forte Caps 120Mg,202844
Asacol Foam Enema 1G Mtd Dose,196496
Peppermint Oil Bp Sr E C Cap 0.2,33094
Muse Urethral Stick 500 Micrograms,859132
Tenormin Ls Tabs 50Mg,152414
Sorbaderm Barrier Cream 3028 Aspen Medical Europe Ltd,2166596
Salamol 100Micrograms Dose Inhaler Cfc Free Arrow Generics Ltd,799040
Lyrica 225Mg Capsules Pfizer Ltd,607024
Ultra Cleanse Skin Cleanser Opus Hc,2201593
Asilone Antacid Liq,307746
Este Invisiclo Medi Opa Ileo 20-70Mm C-T-F Convatec S5079,4061
Sodium Cromoglycate Neb Soln 20Mg Ampoule,3538
Ultralite Female High Waist Support Briefs Right Size 12 Cg12 White Cui International,1150288
Sinemet Cr 50Mg 200Mg Tablets Merck Sharp & Dohme Ltd,36572
Nurofen Cold & Flu Tabs 200Mg + 30Mg,1299021
Voltarol Emulgel 1%,1600439
Becotide Rcap 200Micrograms,151414
Lyrinel Xl 5Mg Tablets Janssen-Cilag Ltd,863638
Neo-Cortef Eye Drp,202645
Brava Coloplast Strip Paste 2655 Coloplast Ltd,215393
Trimovate Crm,861503
Sno Tears Eye Dro 1.4%,1089801
Menthol 1% In Aqueous Cream,1094908
Roc Total Sunblock Spf25 Tinted Cream Roc Laboratoires Uk Ltd,1039560
Dekristol 20 000Unit Capsules Imported Germany,995738
Anapen 300Micrograms 0.3Ml 1 In 1 000 Solution For Injection Auto-Injectors Lincoln Medical Ltd,102787
Cinobac Cap 500Mg,1540026
Speedicath Compact Plus Catheter Female 10Ch 28810 Coloplast Ltd,152000
Cavilon No Sting Barrier Film Foam 1Ml Applicator 3343P ...,309916
Zestril Tab 20,104378
Adalat La 30 Tablets Bayer Plc,491071
Speedicath Compact Plus Femal Nelato 10Ch Coloplast 28810,152000
Dothiepin Hcl 75Mg Tabs,331850
Mediv Elegan Cla 2 Clos Toe Thi Sto Topb Petite Size2 Medi,1090846
Oilatum Plus Bath Additive Glaxosmithkline Consumer Heal...,876980
Renavit Tablets Stanningley Pharma Ltd,312935
Canesten Vaginal Cre Cre 2,200010
Portia Polythene Ring Pessary 77Mm Bray,751890
Lofric Sense Hydrophilic Catheter Female 12Ch 4161225 15C...,314809
Gaviscon Strawberry Chewable Tablets Reckitt Benckiser H...,1372739
Zofran Melt Lyophilised Tab 4Mg,104895
Adalat La 30 Pr Tab,491071
Marvelon Tablets 30 Micrograms,416784
Fucidin-H Cream 15G,151802
Progesic Tab 200Mg,1251290
Codipar Caplets 500Mg + 15Mg,1293942
Gauze Swab Type 13 Light Bp 1988 8Ply Non-Sterile 10Cm X 10Cm,311715
